record_id,unit_key,dataset_id,reporting_year,operating_time,gross_load,steam_load,heat_input,co2_mass,so2_mass,nox_mass,so2_control,nox_control,pm_control,program_code
137,28,1,2025,NULL,3135110,NULL,30086700,3083040,792.304,1356.52,"Wet Limestone","Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction","Baghouse|Electrostatic Precipitator|Wet Scrubber","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
138,28,1,2026,NULL,1807320,NULL,17375100,1779220,509.911,881.948,"Wet Limestone","Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction","Baghouse|Electrostatic Precipitator|Wet Scrubber","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
139,29,1,2022,NULL,NULL,NULL,17520,NULL,0.006,6.132,NULL,NULL,NULL,"CSNOX, CSOSG3, CSSO2G1"
140,29,1,2023,NULL,NULL,NULL,876,NULL,0,0.307,NULL,NULL,NULL,"CSNOX, CSOSG2E, CSSO2G1"
141,29,1,2024,NULL,NULL,NULL,3942,NULL,0.001,1.38,NULL,NULL,NULL,"CSNOX, CSOSG2E, CSSO2G1"
142,29,1,2025,NULL,NULL,NULL,4380,NULL,0.002,1.533,NULL,NULL,NULL,"CSNOX, CSOSG2E, CSSO2G1"
143,29,1,2026,NULL,NULL,NULL,10950,NULL,0.004,3.833,NULL,NULL,NULL,"CSNOX, CSOSG2E, CSSO2G1"
144,30,1,2022,NULL,94957.5,NULL,1011260,60097.3,0.303,48.946,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
145,30,1,2023,NULL,27884.2,NULL,294858,17523.2,0.088,11.163,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
146,30,1,2024,NULL,79612,NULL,814072,48379.1,0.244,30.146,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
147,30,1,2025,NULL,69421.1,NULL,800229,47556.3,0.24,29.52,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
148,30,1,2026,NULL,59500.9,NULL,639484,38003.1,0.192,23.153,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
149,31,1,2022,NULL,2374210,NULL,15993100,950443,4.798,159.945,NULL,"Dry Low NOx Burners|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1, NSPS4T"
150,31,1,2023,NULL,2051320,NULL,13702200,814303,4.111,119.736,NULL,"Dry Low NOx Burners|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
151,31,1,2024,NULL,2075680,NULL,14303000,850006,4.291,140.757,NULL,"Dry Low NOx Burners|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
152,31,1,2025,NULL,2405990,NULL,16294200,968347,4.888,160.87,NULL,"Dry Low NOx Burners|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
153,31,1,2026,NULL,1112100,NULL,7504980,446007,2.252,85.596,NULL,"Dry Low NOx Burners|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
154,32,1,2022,NULL,2324690,NULL,15663000,930828,4.699,148.577,NULL,"Dry Low NOx Burners|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1, NSPS4T"
155,32,1,2023,NULL,2471610,NULL,16578300,985226,4.974,155.15,NULL,"Dry Low NOx Burners|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
156,32,1,2024,NULL,1958240,NULL,13369900,794556,4.011,110.887,NULL,"Dry Low NOx Burners|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
157,32,1,2025,NULL,2445940,NULL,16592600,986076,4.978,158.739,NULL,"Dry Low NOx Burners|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
158,32,1,2026,NULL,1092860,NULL,7296660,433630,2.189,74.755,NULL,"Dry Low NOx Burners|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
159,33,1,2022,NULL,2335540,NULL,15732600,934960,4.72,151.965,NULL,"Dry Low NOx Burners|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1, NSPS4T"
160,33,1,2023,NULL,2469430,NULL,16638300,988786,4.992,159.136,NULL,"Dry Low NOx Burners|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
161,33,1,2024,NULL,2051290,NULL,14085900,837110,4.226,116.555,NULL,"Dry Low NOx Burners|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
162,33,1,2025,NULL,2454480,NULL,16533500,982562,4.96,159.728,NULL,"Dry Low NOx Burners|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
163,33,1,2026,NULL,1118460,NULL,7524900,447197,2.258,83.418,NULL,"Dry Low NOx Burners|Selective Catalytic Reduction",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
164,34,1,2024,NULL,586876,NULL,6321060,375650,1.896,87.745,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
165,34,1,2025,NULL,355328,NULL,3818510,226928,1.146,53.602,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
166,34,1,2026,NULL,166522,NULL,1809450,107533,0.543,29.984,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
167,35,1,2024,NULL,582913,NULL,6262020,372142,1.879,92.747,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
168,35,1,2025,NULL,356950,NULL,3843280,228403,1.153,56.368,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
169,35,1,2026,NULL,150224,NULL,1623810,96501.7,0.487,26.7,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
170,36,1,2024,NULL,582372,NULL,6283860,373441,1.885,93.558,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
171,36,1,2025,NULL,353207,NULL,3803960,226063,1.141,56.285,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
172,36,1,2026,NULL,164706,NULL,1788940,106316,0.537,29.788,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1, NSPS4T"
173,37,1,2022,NULL,733846,NULL,8011410,840236,1246.61,657.937,"Dry Lime FGD","Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
174,37,1,2023,NULL,587755,NULL,6628380,695184,1000.89,567.143,"Dry Lime FGD","Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
175,37,1,2024,NULL,772614,NULL,8476780,889043,1222.21,731.903,"Dry Lime FGD","Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
176,37,1,2025,NULL,842121,NULL,8861920,929437,1271.95,445.597,"Dry Lime FGD","Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
177,37,1,2026,NULL,469757,NULL,4949980,519155,701.996,251.66,"Dry Lime FGD","Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
178,38,1,2022,NULL,756017,NULL,8166580,856510,1431.1,743.59,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
179,38,1,2023,NULL,559812,NULL,6280320,658680,980.556,546.852,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
180,38,1,2024,NULL,770076,NULL,8400780,881073,1292.44,768.14,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
181,38,1,2025,NULL,824525,NULL,8671000,909415,1294.27,451.453,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
182,38,1,2026,NULL,286190,NULL,3016830,316406,453.969,144.271,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
183,39,1,2022,NULL,778380,NULL,8419320,883018,1462.42,765.165,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
184,39,1,2023,NULL,571039,NULL,6413510,672649,1003.44,560.043,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
185,39,1,2024,NULL,633581,NULL,6968900,730898,1067.7,645.974,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
186,39,1,2025,NULL,1018380,NULL,10736900,1126080,1593.23,555.461,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
187,39,1,2026,NULL,480867,NULL,5071420,531891,721.471,258.936,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
188,40,1,2022,NULL,759850,NULL,8263350,866659,1306.97,683.594,"Dry Lime FGD","Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
189,40,1,2023,NULL,614446,NULL,6906840,724389,1058.59,593.062,"Dry Lime FGD","Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
190,40,1,2024,NULL,646310,NULL,7086860,743270,1000.95,599.997,"Dry Lime FGD","Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
191,40,1,2025,NULL,1027440,NULL,10822500,1135060,1585.96,563.748,"Dry Lime FGD","Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
192,40,1,2026,NULL,481997,NULL,5085060,533321,719.775,258.556,"Dry Lime FGD","Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
193,41,1,2022,NULL,808954,NULL,8745800,917259,1527.38,798.784,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
194,41,1,2023,NULL,535485,NULL,6091940,638922,961.174,539.408,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
195,41,1,2024,NULL,794151,NULL,8684880,910869,1322.41,787.683,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
196,41,1,2025,NULL,925748,NULL,9746030,1022160,1447.97,528.04,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
197,41,1,2026,NULL,388590,NULL,4103410,430365,594.785,226.094,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
198,42,1,2022,NULL,793536,NULL,8639910,906153,2126.05,1042.98,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
199,42,1,2023,NULL,656831,NULL,7401000,776215,1730.83,876.524,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
200,42,1,2024,NULL,683224,NULL,7615580,798722,1636.4,727.187,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
201,42,1,2025,NULL,994022,NULL,10848500,1137790,2360.32,832.071,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
202,42,1,2026,NULL,428208,NULL,4583130,480678,1036.3,384.305,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
203,43,1,2022,NULL,537544,NULL,5940130,623002,1443.16,698.477,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
204,43,1,2023,NULL,661477,NULL,7480170,784519,1750.63,886.841,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
205,43,1,2024,NULL,728757,NULL,8121500,851782,1741.7,759.635,NULL,"Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction (Began Jun 17, 2024)",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
206,43,1,2025,NULL,806056,NULL,8811780,924178,1946.71,633.317,NULL,"Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
207,43,1,2026,NULL,422166,NULL,4495980,471538,1024.47,355.831,NULL,"Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
208,44,1,2022,NULL,730634,NULL,8010590,840151,1954.56,952.61,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
209,44,1,2023,NULL,568815,NULL,6461340,677664,1509.98,765.795,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
210,44,1,2024,NULL,684287,NULL,7629870,800220,1672.17,760.102,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
211,44,1,2025,NULL,944164,NULL,10316300,1081970,2241.53,772.723,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
212,44,1,2026,NULL,263899,NULL,2773360,290869,657.65,214.994,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
213,45,1,2022,NULL,676706,NULL,7377260,773728,1827.36,881.377,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
214,45,1,2023,NULL,630243,NULL,7117690,746502,1664.14,842.581,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
215,45,1,2024,NULL,661365,NULL,7368580,772817,1594.83,728.138,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
216,45,1,2025,NULL,794998,NULL,8644430,906628,1863.38,687.593,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
217,45,1,2026,NULL,291192,NULL,3064450,321399,724.934,241.337,NULL,"Low NOx Burner Technology (Dry Bottom only)",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
218,46,1,2022,NULL,1378,NULL,21123.7,NULL,0.634,7.393,NULL,NULL,NULL,"CSNOX, CSOSG3, CSSO2G1"
219,46,1,2023,NULL,8152,NULL,139662,NULL,4.19,48.881,NULL,NULL,NULL,"CSNOX, CSOSG2E, CSSO2G1"
220,46,1,2024,NULL,21613,NULL,404014,NULL,12.119,141.406,NULL,NULL,NULL,"CSNOX, CSOSG2E, CSSO2G1"
221,46,1,2025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CSNOX, CSOSG2E, CSSO2G1"
222,46,1,2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CSNOX, CSOSG2E, CSSO2G1"
223,47,1,2022,NULL,162972,NULL,1598050,163960,87.939,156.966,"Dry Lime FGD","Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator|Baghouse","ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
224,47,1,2023,NULL,78897.5,NULL,775972,79614.4,61.124,68.812,"Dry Lime FGD","Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator|Baghouse","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
225,47,1,2024,NULL,138977,NULL,1394410,143065,68.087,135.795,"Dry Lime FGD","Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator|Baghouse","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
226,47,1,2025,NULL,166246,NULL,1642880,168560,61.614,159.253,"Dry Lime FGD","Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator|Baghouse","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
227,47,1,2026,NULL,76979.1,NULL,734362,75345.9,77.307,85.071,"Dry Lime FGD","Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator|Baghouse","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
228,48,1,2022,NULL,452883,NULL,4364540,447801,66.896,223.973,"Dry Lime FGD","Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
229,48,1,2023,NULL,460238,NULL,4397800,451216,87.961,171.989,"Dry Lime FGD","Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
230,48,1,2024,NULL,365122,NULL,3610950,370482,66.14,196.978,"Dry Lime FGD","Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
231,48,1,2025,NULL,419619,NULL,4077320,418332,78.517,250.578,"Dry Lime FGD","Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
232,48,1,2026,NULL,299424,NULL,2803450,287632,67.446,131.22,"Dry Lime FGD","Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
233,49,1,2022,NULL,3072550,NULL,33191800,3405480,1823.71,2178.18,"Wet Lime FGD","Selective Catalytic Reduction|Overfire Air","Electrostatic Precipitator|Wet Scrubber","ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
234,49,1,2023,NULL,2456360,NULL,26581400,2727240,1562.31,1410.02,"Wet Lime FGD","Selective Catalytic Reduction|Overfire Air","Electrostatic Precipitator|Wet Scrubber","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
235,49,1,2024,NULL,2519810,NULL,27077000,2778100,1813.62,2094.27,"Wet Lime FGD","Selective Catalytic Reduction|Overfire Air","Electrostatic Precipitator|Wet Scrubber","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
236,49,1,2025,NULL,2875020,NULL,29657900,3042900,1901.78,2957.65,"Wet Lime FGD","Selective Catalytic Reduction|Overfire Air","Electrostatic Precipitator|Wet Scrubber","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
237,49,1,2026,NULL,1815580,NULL,18478000,1895840,1035.02,2045.73,"Wet Lime FGD","Selective Catalytic Reduction|Overfire Air","Electrostatic Precipitator|Wet Scrubber","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
238,50,1,2022,NULL,1874240,NULL,17968400,1843550,735.743,737.103,"Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator|Wet ESP|Wet Scrubber","ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
239,50,1,2023,NULL,1485260,NULL,14392900,1476700,525.018,603.083,"Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator|Wet ESP|Wet Scrubber","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
240,50,1,2024,NULL,1986780,NULL,19003500,1949760,621.394,837.459,"Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator|Wet ESP|Wet Scrubber","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
241,50,1,2025,NULL,2164700,NULL,20162600,2068690,946.374,867.07,"Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator|Wet ESP|Wet Scrubber","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
242,50,1,2026,NULL,1009520,NULL,9514490,976189,185.128,420.331,"Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator|Wet ESP|Wet Scrubber","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
243,51,1,2022,NULL,3564560,NULL,35547100,3647130,1281.25,1416.32,"Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology w/ Closed-coupled OFA","Wet ESP|Wet Scrubber|Electrostatic Precipitator","ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
244,51,1,2023,NULL,3110380,NULL,31808600,3263560,1735.45,1392.12,"Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology w/ Closed-coupled OFA","Wet ESP|Wet Scrubber|Electrostatic Precipitator","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
245,51,1,2024,NULL,2886360,NULL,29738600,3051180,1389.89,1306.78,"Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology w/ Closed-coupled OFA","Wet ESP|Wet Scrubber|Electrostatic Precipitator","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
246,51,1,2025,NULL,3465340,NULL,35746400,3667590,1329.35,1534.32,"Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology w/ Closed-coupled OFA","Wet ESP|Wet Scrubber|Electrostatic Precipitator","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
247,51,1,2026,NULL,1469280,NULL,14838100,1522390,524.611,648.845,"Wet Limestone","Selective Catalytic Reduction|Low NOx Burner Technology w/ Closed-coupled OFA","Wet ESP|Wet Scrubber|Electrostatic Precipitator","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
248,52,1,2022,NULL,1903990,NULL,17164300,1761060,1080.64,555.809,"Dry Lime FGD|Fluidized Bed Limestone Injection","Selective Non-catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
249,52,1,2023,NULL,1868720,NULL,16687300,1712120,1100.6,531.81,"Dry Lime FGD|Fluidized Bed Limestone Injection","Selective Non-catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
250,52,1,2024,NULL,1753730,NULL,15910900,1632450,1077.1,497.239,"Dry Lime FGD|Fluidized Bed Limestone Injection","Selective Non-catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
251,52,1,2025,NULL,1958070,NULL,18201200,1867440,1282.75,573.203,"Dry Lime FGD|Fluidized Bed Limestone Injection","Selective Non-catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
252,52,1,2026,NULL,877620,NULL,8185920,839876,526.918,266.806,"Dry Lime FGD|Fluidized Bed Limestone Injection","Selective Non-catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
253,53,1,2022,NULL,2013580,NULL,17073100,1751710,758.205,512.323,"Dry Lime FGD|Fluidized Bed Limestone Injection","Selective Non-catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
254,53,1,2023,NULL,1911080,NULL,16139300,1655900,722.967,500.744,"Dry Lime FGD|Fluidized Bed Limestone Injection","Selective Non-catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
255,53,1,2024,NULL,1882730,NULL,16136900,1655650,814.95,497.302,"Dry Lime FGD|Fluidized Bed Limestone Injection","Selective Non-catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
256,53,1,2025,NULL,2174150,NULL,18929100,1942120,1035.07,580.518,"Dry Lime FGD|Fluidized Bed Limestone Injection","Selective Non-catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
257,53,1,2026,NULL,1190960,NULL,10249000,1051540,481.096,308.876,"Dry Lime FGD|Fluidized Bed Limestone Injection","Selective Non-catalytic Reduction",Baghouse,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
258,54,1,2022,NULL,3812770,NULL,34063000,3494870,2068.38,1137.48,"Wet Limestone","Low NOx Burner Technology w/ Closed-coupled OFA|Selective Catalytic Reduction","Baghouse|Electrostatic Precipitator|Wet Scrubber","ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
259,54,1,2023,NULL,3591530,NULL,31921000,3275100,1555.35,1046.03,"Wet Limestone","Low NOx Burner Technology w/ Closed-coupled OFA|Selective Catalytic Reduction","Baghouse|Electrostatic Precipitator|Wet Scrubber","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
260,54,1,2024,NULL,3832840,NULL,34270700,3516170,2347.49,1276.39,"Wet Limestone","Low NOx Burner Technology w/ Closed-coupled OFA|Selective Catalytic Reduction","Baghouse|Electrostatic Precipitator|Wet Scrubber","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
261,54,1,2025,NULL,3758560,NULL,33145000,3400680,2619.71,1187.59,"Wet Limestone","Low NOx Burner Technology w/ Closed-coupled OFA|Selective Catalytic Reduction","Baghouse|Electrostatic Precipitator|Wet Scrubber","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
262,54,1,2026,NULL,677332,NULL,6090860,624924,497.77,224.363,"Wet Limestone","Low NOx Burner Technology w/ Closed-coupled OFA|Selective Catalytic Reduction","Baghouse|Electrostatic Precipitator|Wet Scrubber","ARP, CSNOX, CSOSG2E, CSSO2G1, MATS"
263,55,1,2022,NULL,452700,NULL,4980150,295963,1.494,82.788,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
264,55,1,2023,NULL,76267.2,NULL,810010,48138.8,0.243,13.843,NULL,"Dry Low NOx Burners",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
